Popcorn, Peanuts, Seeds & Related Snacks,High-Calorie,No-Protein,No-Fat,High-Carbs
Cakes and pies,High-Calorie,High-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,High-Protein,High-Fat,Low-Carbs
Snacks,High-Calorie,High-Protein,High-Fat,No-Carbs
Baby Foods,High-Calorie,No-Protein,High-Fat,High-Carbs
Baby Foods,High-Calorie,Low-Protein,High-Fat,High-Carbs
Snacks,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: snacks and sweets,High-Calorie,High-Protein,Low-Fat,High-Carbs
Pork,High-Calorie,High-Protein,High-Fat,No-Carbs
Baby food: snacks and sweets,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Gelatin, Gels, Pectins & Desserts,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Gelatin, Gels, Pectins & Desserts,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Canned Seafood,High-Calorie,High-Protein,High-Fat,No-Carbs
Crackers & Biscotti,High-Calorie,Low-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,Medium-Calorie,No-Protein,High-Fat,Low-Carbs
Other Snacks,High-Calorie,High-Protein,High-Fat,Low-Carbs
Dips & Salsa,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Flavored Snack Crackers,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Pepperoni, Salami & Cold Cuts,High-Calorie,High-Protein,High-Fat,High-Carbs
Cheese,High-Calorie,High-Protein,High-Fat,No-Carbs
Wholesome Snacks,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Cheese/Cheese Substitutes,Zero-Calorie,High-Protein,High-Fat,No-Carbs
Other Snacks,High-Calorie,No-Protein,High-Fat,High-Carbs
Other Soups,High-Calorie,High-Protein,No-Fat,High-Carbs
Prepared Subs & Sandwiches,High-Calorie,High-Protein,High-Fat,High-Carbs
Sausages, Hotdogs & Brats,High-Calorie,High-Protein,High-Fat,Low-Carbs
Fruit & Vegetable Juice, Nectars & Fruit Drinks,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Lunch Snacks & Combinations,High-Calorie,High-Protein,High-Fat,Low-Carbs
Other Snacks,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Other Deli,High-Calorie,High-Protein,High-Fat,High-Carbs
Crackers & Biscotti,High-Calorie,High-Protein,Low-Fat,High-Carbs
Gelatin, Gels, Pectins & Desserts,Low-Calorie,Low-Protein,No-Fat,No-Carbs
Dips & Salsa,High-Calorie,Low-Protein,High-Fat,Low-Carbs
Other Snacks,Zero-Calorie,High-Protein,High-Fat,High-Carbs
Dips & Salsa,High-Calorie,High-Protein,High-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,Medium-Calorie,Low-Protein,High-Fat,Low-Carbs
Dips & Salsa,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Canned Fruit,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Other Snacks,High-Calorie,High-Protein,Low-Fat,High-Carbs
Flavored Snack Crackers,High-Calorie,No-Protein,High-Fat,High-Carbs
Prepared Wraps and Burittos,High-Calorie,High-Protein,High-Fat,No-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,No-Protein,High-Fat,No-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,No-Protein,High-Fat,Low-Carbs
Puddings & Custards,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Puddings & Custards,Medium-Calorie,No-Protein,High-Fat,High-Carbs
Puddings & Custards,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Puddings & Custards,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Wholesome Snacks,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Dips & Salsa,High-Calorie,High-Protein,High-Fat,Low-Carbs
Crackers & Biscotti,High-Calorie,High-Protein,No-Fat,High-Carbs
Canned & Bottled Beans,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Snacks,High-Calorie,High-Protein,Low-Fat,Low-Carbs
Pre-Packaged Fruit & Vegetables,High-Calorie,Low-Protein,High-Fat,Low-Carbs
Pre-Packaged Fruit & Vegetables,Low-Calorie,Low-Protein,High-Fat,Low-Carbs
Other Meats,High-Calorie,High-Protein,High-Fat,Low-Carbs
Gelatin, Gels, Pectins & Desserts,High-Calorie,No-Protein,No-Fat,High-Carbs
Gelatin, Gels, Pectins & Desserts,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Entrees, Sides & Small Meals,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Sandwiches/Filled Rolls/Wraps,High-Calorie,High-Protein,High-Fat,High-Carbs
Desserts/Dessert Sauces/Toppings,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Desserts/Dessert Sauces/Toppings,High-Calorie,Low-Protein,High-Fat,High-Carbs
Desserts/Dessert Sauces/Toppings,High-Calorie,No-Protein,High-Fat,High-Carbs
Snack, Energy & Granola Bars,High-Calorie,High-Protein,No-Fat,High-Carbs
Jam, Jelly & Fruit Spreads,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Crackers & Biscotti,High-Calorie,High-Protein,High-Fat,No-Carbs
Frozen Appetizers & Hors D'oeuvres,High-Calorie,High-Protein,No-Fat,High-Carbs
Crackers & Biscotti,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Chili & Stew,High-Calorie,High-Protein,High-Fat,High-Carbs
Other Snacks,Zero-Calorie,High-Protein,High-Fat,No-Carbs
Croissants, Sweet Rolls, Muffins & Other Pastries,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,High-Calorie,Low-Protein,High-Fat,Low-Carbs
Puddings & Custards,High-Calorie,High-Protein,Low-Fat,High-Carbs
Puddings & Custards,Medium-Calorie,High-Protein,No-Fat,High-Carbs
Frozen Vegetables,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Nuts/Seeds - Prepared/Processed,High-Calorie,High-Protein,High-Fat,High-Carbs
Canned Fruit,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Lunch Snacks & Combinations,High-Calorie,High-Protein,High-Fat,No-Carbs
Chips, Pretzels & Snacks,High-Calorie,High-Protein,High-Fat,Low-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,High-Protein,No-Fat,High-Carbs
Yogurt,High-Calorie,High-Protein,High-Fat,Low-Carbs
Yogurt,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Pre-Packaged Fruit & Vegetables,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Fruit & Vegetable Juice, Nectars & Fruit Drinks,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Entrees, Sides & Small Meals,High-Calorie,High-Protein,High-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,Low-Calorie,No-Protein,No-Fat,High-Carbs
Lunch Snacks & Combinations,Zero-Calorie,Low-Protein,High-Fat,Low-Carbs
Fish & Seafood,High-Calorie,High-Protein,High-Fat,No-Carbs
Prepared Subs & Sandwiches,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Prepared Wraps and Burittos,High-Calorie,High-Protein,High-Fat,Low-Carbs
Other Snacks,High-Calorie,No-Protein,No-Fat,High-Carbs
Pre-Packaged Fruit & Vegetables,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Lunch Snacks & Combinations,Medium-Calorie,High-Protein,No-Fat,High-Carbs
Pepperoni, Salami & Cold Cuts,High-Calorie,High-Protein,High-Fat,Low-Carbs
Lunch Snacks & Combinations,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Pre-Packaged Fruit & Vegetables,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Wholesome Snacks,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Meat/Poultry/Other Animals - Prepared/Processed,High-Calorie,High-Protein,High-Fat,High-Carbs
Dips & Salsa,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Pickles, Olives, Peppers & Relishes,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Entrees, Sides & Small Meals,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Entrees, Sides & Small Meals,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Other Deli,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Yogurt/Yogurt Substitutes,High-Calorie,High-Protein,High-Fat,Low-Carbs
Puddings & Custards,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Desserts/Dessert Sauces/Toppings,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Prepared/Preserved Foods Variety Packs,Zero-Calorie,High-Protein,High-Fat,Low-Carbs
Prepared/Preserved Foods Variety Packs,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Prepared/Preserved Foods Variety Packs,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Desserts/Dessert Sauces/Toppings,Medium-Calorie,No-Protein,High-Fat,High-Carbs
Vegetable and Lentil Mixes,High-Calorie,High-Protein,High-Fat,High-Carbs
Frozen Breakfast Sandwiches, Biscuits & Meals,High-Calorie,High-Protein,High-Fat,High-Carbs
Pizza Mixes & Other Dry Dinners,High-Calorie,High-Protein,High-Fat,Low-Carbs
Canned Fruit,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Wholesome Snacks,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Frozen Fish & Seafood,High-Calorie,High-Protein,High-Fat,No-Carbs
Canned Fruit,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Wholesome Snacks,High-Calorie,High-Protein,Low-Fat,High-Carbs
Fast Foods,High-Calorie,Low-Protein,High-Fat,High-Carbs
Fast Foods,High-Calorie,High-Protein,High-Fat,Low-Carbs
Fast Foods,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Coleslaw, non-lettuce salads,High-Calorie,Low-Protein,High-Fat,High-Carbs
Oatmeal,High-Calorie,High-Protein,High-Fat,High-Carbs
Oatmeal,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Beverages,High-Calorie,High-Protein,High-Fat,High-Carbs
Rolls and buns,High-Calorie,High-Protein,High-Fat,High-Carbs
Burgers,High-Calorie,High-Protein,High-Fat,High-Carbs
Chicken patties, nuggets and tenders,High-Calorie,High-Protein,High-Fat,High-Carbs
Milk shakes and other dairy drinks,High-Calorie,High-Protein,High-Fat,High-Carbs
French fries and other fried white potatoes,High-Calorie,Low-Protein,High-Fat,High-Carbs
French fries and other fried white potatoes,High-Calorie,High-Protein,High-Fat,High-Carbs
Mashed potatoes and white potato mixtures,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Beans, peas, legumes,High-Calorie,High-Protein,Low-Fat,High-Carbs
Bean, pea, legume dishes,High-Calorie,High-Protein,High-Fat,High-Carbs
Beans, peas, legumes,High-Calorie,High-Protein,High-Fat,High-Carbs
Chicken fillet sandwiches,High-Calorie,High-Protein,High-Fat,High-Carbs
Seafood sandwiches,High-Calorie,High-Protein,High-Fat,High-Carbs
Yeast breads,High-Calorie,High-Protein,High-Fat,High-Carbs
Mashed potatoes and white potato mixtures,High-Calorie,High-Protein,High-Fat,High-Carbs
Fried vegetables,High-Calorie,Low-Protein,High-Fat,High-Carbs
Fried vegetables,High-Calorie,High-Protein,High-Fat,High-Carbs
Chicken, whole pieces,High-Calorie,High-Protein,High-Fat,High-Carbs
Eggs and omelets,High-Calorie,High-Protein,High-Fat,Low-Carbs
Chicken, whole pieces,High-Calorie,High-Protein,High-Fat,Low-Carbs
Chicken, whole pieces,High-Calorie,High-Protein,High-Fat,No-Carbs
Burgers,High-Calorie,High-Protein,High-Fat,Low-Carbs
Fast Foods,High-Calorie,High-Protein,High-Fat,No-Carbs
Fast Foods,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Protein and nutritional powders,High-Calorie,High-Protein,High-Fat,High-Carbs
Nutrition bars,High-Calorie,High-Protein,High-Fat,High-Carbs
Nutritional beverages,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Beef Products,High-Calorie,High-Protein,High-Fat,No-Carbs
Cereal Grains and Pasta,High-Calorie,High-Protein,High-Fat,High-Carbs
Cakes and pies,High-Calorie,High-Protein,Low-Fat,High-Carbs
Other vegetables and combinations,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Beef Products,High-Calorie,High-Protein,High-Fat,Low-Carbs
Nutritional beverages,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Dairy and Egg Products,High-Calorie,High-Protein,High-Fat,Low-Carbs
Fruits and Fruit Juices,High-Calorie,No-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,High-Calorie,Low-Protein,Low-Fat,Low-Carbs
Legumes and Legume Products,High-Calorie,High-Protein,High-Fat,High-Carbs
Fruits and Fruit Juices,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,High-Calorie,High-Protein,High-Fat,High-Carbs
Fruits and Fruit Juices,High-Calorie,High-Protein,Low-Fat,High-Carbs
Fruits and Fruit Juices,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby food: mixtures,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Not included in a food category,High-Calorie,High-Protein,Low-Fat,High-Carbs
Not included in a food category,High-Calorie,No-Protein,High-Fat,No-Carbs
Fruits and Fruit Juices,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Cereal Grains and Pasta,High-Calorie,High-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,High-Calorie,High-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Dairy and Egg Products,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Lamb, Veal, and Game Products,High-Calorie,High-Protein,High-Fat,No-Carbs
Legumes and Legume Products,High-Calorie,High-Protein,Low-Fat,High-Carbs
Vegetables and Vegetable Products,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Lamb, Veal, and Game Products,High-Calorie,High-Protein,High-Fat,Low-Carbs
Legumes and Legume Products,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Legumes and Legume Products,High-Calorie,High-Protein,High-Fat,Low-Carbs
Nut and Seed Products,High-Calorie,High-Protein,High-Fat,High-Carbs
Vegetables and Vegetable Products,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Finfish and Shellfish Products,High-Calorie,High-Protein,Low-Fat,No-Carbs
Baby Foods,Low-Calorie,Low-Protein,No-Fat,High-Carbs
Pork Products,High-Calorie,High-Protein,High-Fat,No-Carbs
Baby Foods,High-Calorie,Low-Protein,No-Fat,High-Carbs
Dairy and Egg Products,Zero-Calorie,High-Protein,High-Fat,Low-Carbs
Snack, Energy & Granola Bars,High-Calorie,No-Protein,No-Fat,High-Carbs
Pasta Dinners,High-Calorie,High-Protein,High-Fat,High-Carbs
Pasta mixed dishes, excludes macaroni and cheese,High-Calorie,High-Protein,High-Fat,High-Carbs
Macaroni and cheese,High-Calorie,High-Protein,High-Fat,High-Carbs
Mashed potatoes and white potato mixtures,High-Calorie,Low-Protein,High-Fat,High-Carbs
Rice mixed dishes,High-Calorie,High-Protein,High-Fat,High-Carbs
Deli and cured meat sandwiches,High-Calorie,High-Protein,High-Fat,High-Carbs
Beverages,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Tomato-based condiments,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Fast Foods,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Fast Foods,High-Calorie,High-Protein,Low-Fat,High-Carbs
Fast Foods,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Fast Foods,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Seafood mixed dishes,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Fish,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Chicken patties, nuggets and tenders,High-Calorie,High-Protein,High-Fat,Low-Carbs
Protein and nutritional powders,High-Calorie,High-Protein,Low-Fat,Low-Carbs
Smoothies and grain drinks,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Flours & Corn Meal,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Restaurant Foods,High-Calorie,High-Protein,High-Fat,No-Carbs
Restaurant Foods,High-Calorie,High-Protein,High-Fat,High-Carbs
Restaurant Foods,High-Calorie,High-Protein,High-Fat,Low-Carbs
Restaurant Foods,High-Calorie,Low-Protein,High-Fat,High-Carbs
Baby Foods,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby Foods,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby Foods,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Baby Foods,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby Foods,High-Calorie,High-Protein,Low-Fat,High-Carbs
Baby Foods,High-Calorie,No-Protein,No-Fat,Low-Carbs
Baby Foods,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Baby Foods,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby Foods,High-Calorie,High-Protein,High-Fat,Low-Carbs
Baby Foods,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Baby Foods,Medium-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby Foods,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Baby Foods,Medium-Calorie,Low-Protein,High-Fat,High-Carbs
Baby Foods,Medium-Calorie,Low-Protein,No-Fat,High-Carbs
Baby Foods,High-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby Foods,Medium-Calorie,Low-Protein,High-Fat,Low-Carbs
Baby Foods,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Baby Foods,Medium-Calorie,No-Protein,No-Fat,High-Carbs
Baby Foods,High-Calorie,No-Protein,No-Fat,High-Carbs
Baby Foods,Low-Calorie,No-Protein,No-Fat,High-Carbs
Baby Foods,High-Calorie,High-Protein,Low-Fat,Low-Carbs
Baby Foods,High-Calorie,No-Protein,Low-Fat,High-Carbs
Baby Foods,Low-Calorie,No-Protein,Low-Fat,High-Carbs
Baby Foods,High-Calorie,High-Protein,High-Fat,No-Carbs
Baby Foods,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Restaurant Foods,High-Calorie,High-Protein,Low-Fat,High-Carbs
Baby Foods,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Baby Foods,High-Calorie,Low-Protein,High-Fat,Low-Carbs
Restaurant Foods,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Restaurant Foods,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby food: fruit,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: fruit,Low-Calorie,No-Protein,No-Fat,High-Carbs
Baby food: fruit,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: vegetables,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Baby food: cereals,High-Calorie,High-Protein,High-Fat,High-Carbs
Baby food: cereals,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: cereals,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Baby food: mixtures,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Baby food: mixtures,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: vegetables,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Baby food: vegetables,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Baby food: yogurt,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Baby food: yogurt,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Not included in a food category,High-Calorie,High-Protein,High-Fat,Low-Carbs
Not included in a food category,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
Not included in a food category,High-Calorie,High-Protein,High-Fat,No-Carbs
Not included in a food category,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
Not included in a food category,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Not included in a food category,High-Calorie,High-Protein,High-Fat,High-Carbs
Not included in a food category,High-Calorie,No-Protein,High-Fat,High-Carbs
Not included in a food category,High-Calorie,Low-Protein,High-Fat,High-Carbs
Not included in a food category,Medium-Calorie,High-Protein,Low-Fat,No-Carbs
Not included in a food category,High-Calorie,No-Protein,Low-Fat,High-Carbs
Not included in a food category,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Not included in a food category,High-Calorie,No-Protein,No-Fat,High-Carbs
Not included in a food category,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Not included in a food category,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
Not included in a food category,High-Calorie,High-Protein,No-Fat,High-Carbs
Baby food: meat and dinners,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Baby food: meat and dinners,High-Calorie,High-Protein,High-Fat,Low-Carbs
Baby food: meat and dinners,Medium-Calorie,High-Protein,High-Fat,High-Carbs
Baby food: meat and dinners,High-Calorie,High-Protein,High-Fat,High-Carbs
Baby food: meat and dinners,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
American Indian/Alaska Native Foods,High-Calorie,Low-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,High-Fat,High-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,High-Fat,Low-Carbs
American Indian/Alaska Native Foods,Low-Calorie,High-Protein,Low-Fat,No-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,High-Fat,No-Carbs
American Indian/Alaska Native Foods,High-Calorie,Low-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Low-Calorie,Low-Protein,No-Fat,High-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,Low-Fat,No-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,High-Protein,Low-Fat,No-Carbs
American Indian/Alaska Native Foods,High-Calorie,Low-Protein,No-Fat,Low-Carbs
American Indian/Alaska Native Foods,High-Calorie,High-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Low-Calorie,High-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Low-Calorie,Low-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,High-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,High-Calorie,Low-Protein,High-Fat,No-Carbs
American Indian/Alaska Native Foods,High-Calorie,No-Protein,High-Fat,No-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,High-Protein,High-Fat,No-Carbs
American Indian/Alaska Native Foods,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
American Indian/Alaska Native Foods,Medium-Calorie,Low-Protein,Low-Fat,Low-Carbs
American Indian/Alaska Native Foods,Low-Calorie,Low-Protein,Low-Fat,No-Carbs
American Indian/Alaska Native Foods,Low-Calorie,No-Protein,No-Fat,Low-Carbs
Human milk,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Cooked & Prepared,High-Calorie,High-Protein,High-Fat,High-Carbs
Frozen Fish & Seafood,High-Calorie,High-Protein,Low-Fat,High-Carbs
Frozen Dinners & Entrees,High-Calorie,High-Protein,High-Fat,Low-Carbs
Bacon, Sausages & Ribs,High-Calorie,High-Protein,High-Fat,Low-Carbs
Specialty Formula Supplements,High-Calorie,No-Protein,No-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,High-Protein,No-Fat,No-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,High-Protein,No-Fat,High-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Frozen Poultry, Chicken & Turkey,High-Calorie,High-Protein,High-Fat,High-Carbs
Flavored Rice Dishes,High-Calorie,High-Protein,Low-Fat,High-Carbs
Meat/Poultry/Other Animals - Prepared/Processed,High-Calorie,High-Protein,High-Fat,Low-Carbs
Baking Additives & Extracts,High-Calorie,No-Protein,No-Fat,High-Carbs
Cake, Cookie & Cupcake Mixes,High-Calorie,High-Protein,No-Fat,No-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,High-Protein,Low-Fat,High-Carbs
Meat/Poultry/Other Animals  Prepared/Processed,High-Calorie,High-Protein,High-Fat,No-Carbs
Energy, Protein & Muscle Recovery Drinks,High-Calorie,No-Protein,No-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,Low-Protein,No-Fat,High-Carbs
Other Frozen Meats,High-Calorie,High-Protein,High-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,High-Calorie,No-Protein,No-Fat,High-Carbs
Cakes, Cupcakes, Snack Cakes,Zero-Calorie,High-Protein,No-Fat,High-Carbs
Herbs & Spices,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Frozen Fruit & Fruit Juice Concentrates,Medium-Calorie,Low-Protein,Low-Fat,High-Carbs
Frozen Fruit & Fruit Juice Concentrates,High-Calorie,No-Protein,No-Fat,High-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,High-Calorie,High-Protein,No-Fat,High-Carbs
Other Grains & Seeds,High-Calorie,High-Protein,High-Fat,No-Carbs
Frozen Fruit & Fruit Juice Concentrates,Low-Calorie,Low-Protein,Low-Fat,High-Carbs
Frozen Vegetables,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Butter & Spread,High-Calorie,No-Protein,High-Fat,No-Carbs
Salad Dressing & Mayonnaise,High-Calorie,No-Protein,High-Fat,No-Carbs
Pasta by Shape & Type,High-Calorie,High-Protein,Low-Fat,High-Carbs
Deli Salads,High-Calorie,Low-Protein,High-Fat,High-Carbs
Frozen Fish & Seafood,Medium-Calorie,High-Protein,Low-Fat,Low-Carbs
Deli Salads,High-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,Low-Protein,Low-Fat,High-Carbs
Herbs & Spices,High-Calorie,High-Protein,High-Fat,High-Carbs
Sport Drinks,High-Calorie,No-Protein,No-Fat,High-Carbs
Powdered Drinks,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Vegetarian Frozen Meats,High-Calorie,High-Protein,High-Fat,Low-Carbs
Other Grains & Seeds,High-Calorie,High-Protein,High-Fat,High-Carbs
Prepared Pasta & Pizza Sauces,High-Calorie,High-Protein,High-Fat,Low-Carbs
Other Soups,High-Calorie,High-Protein,High-Fat,High-Carbs
Pickles, Olives, Peppers & Relishes,High-Calorie,No-Protein,High-Fat,High-Carbs
Frozen Poultry, Chicken & Turkey,High-Calorie,High-Protein,High-Fat,Low-Carbs
Canned & Bottled Beans,Medium-Calorie,High-Protein,High-Fat,Low-Carbs
Pickles, Olives, Peppers & Relishes,Medium-Calorie,Low-Protein,High-Fat,Low-Carbs
Seasoning Mixes, Salts, Marinades & Tenderizers,Zero-Calorie,No-Protein,No-Fat,High-Carbs
Canned Soup,Low-Calorie,Low-Protein,No-Fat,Low-Carbs
Frozen Vegetables,Medium-Calorie,High-Protein,No-Fat,Low-Carbs
Frozen Pancakes, Waffles, French Toast & Crepes,Zero-Calorie,No-Protein,No-Fat,No-Carbs
Canned Meat,Medium-Calorie,High-Protein,Low-Fat,No-Carbs
Canned Meat,High-Calorie,High-Protein,High-Fat,Low-Carbs
